,Unnamed: 0,text,reason,label,clean_text
26,26,you're just going into your breakout room.,want to enter breakout room,1.0,you re just go into your breakout room
27,27,the app's you is not remained after last update.,app is not working after latest update,1.0,the app s you be not remain after last update
28,28,why do i have to pay money for this streaming service when i have to watch commercials like why?,unable to use streaming service,0.0,why do i have to pay money for this stream service when i have to watch commercials like why
29,29,do not use or waste ur money on this.,app subscription is not worthy,0.0,do not use or waste ur money on this
30,30,sensatonal i had the most wonderful experience watching this app,good for entertainment,0.0,sensatonal i have the most wonderful experience watch this app
31,31,seems like every 3 minutes there is an ad and they are almost 2 minutes long then another one is right behind it.,getting ads frequently,1.0,seem like every 3 minutes there be an ad and they be almost 2 minutes long then another one be right behind it
32,32,"zoom please consider adding a setting to ""hide self view"" by default. it's the first thing i do in any call. thank you!",unable to switch virtual background,0.0,zoom please consider add a set to hide self view by default it s the first thing i do in any call thank you
33,33,"worst app on both tvs and mobile devices, I am tryna watch my movie and the thing has been loading error like come on. even netflix better than you",app is not good,1.0,worst app on both tvs and mobile devices i be tryna watch my movie and the thing have be load error like come on even netflix better than you
34,34,can not open it despite all the updates,unable to open app since the last update,1.0,can not open it despite all the update
35,35,"when i paid for the suspension, it gave me access immediately, but when i closed the transfer and wanted to change my password, it blocked me, i contacted customer service saying the error number, they transferred my account to another email, quite a drag, and it is very exhausting apart from everything that the app closes or does not want to play the videos, my experience was bad",want to cancel subscription,0.0,when i pay for the suspension it give me access immediately but when i close the transfer and want to change my password it block me i contact customer service say the error number they transfer my account to another email quite a drag and it be very exhaust apart from everything that the app close or do not want to play the videos my experience be bad
36,36,i love it bc its a nice app and is great for watching ur fav movies and not fighting gor tv with siblings,app is good to watch disney content,0.0,i love it bc its a nice app and be great for watch ur fav movies and not fight gor tv with siblings
37,37,very good i love it there are many movies and series from our childhood my favorite at the moment it is being good luck charlie i recommend it,good for watching movies and serials,1.0,very good i love it there be many movies and series from our childhood my favorite at the moment it be be good luck charlie i recommend it
38,38,"i like this app great movies and sometimes i want to watch something different i can watch all of the disney,marvel and other choices",good for watching movies and serials,0.0,i like this app great movies and sometimes i want to watch something different i can watch all of the disney marvel and other choices
39,39,i uploaded money to the account did not open it seems that 34.99 cents are received on the card but it is not entered asking for payment my money is wasted,unable to login,0.0,i upload money to the account do not open it seem that 34 99 cents be receive on the card but it be not enter ask for payment my money be waste
40,40,"on the other hand, it is impossible to connect to it from our smart tv half the time.",unable to cast video from cell phone to tv,0.0,on the other hand it be impossible to connect to it from our smart tv half the time
41,41,"it is been reinstalled many times, and i can not watch it at all, it is really bad ~",unable to play offline videos,0.0,it be be reinstall many time and i can not watch it at all it be really bad
42,42,downloaded videos got expired,unable to play videos,0.0,download videos get expire
43,43,app crash alot hard time trying to open the app,app crashes when entering the app,1.0,app crash alot hard time try to open the app
44,44,"the app is good, but i am having trouble downloading the emoji.",emojis are downloaded,0.0,the app be good but i be have trouble download the emoji
45,45,I am going to unsubscribe.,unable to unsubscribe,0.0,i be go to unsubscribe
46,46,app keeps crashing. works fine on the tv but not on the phone. I have tried uninstalling and reinstalling and still nothing.,app is crashing,1.0,app keep crash work fine on the tv but not on the phone i have try uninstalling and reinstall and still nothing
47,47,this is nonsense why can not i update the app you downloading an update and suddenly it restart what nonsense,want to update zoom app,0.0,this be nonsense why can not i update the app you download an update and suddenly it restart what nonsense
48,48,"i can not log in, and the sms verification code failed to be sent!",want to login,0.0,i can not log in and the sms verification code fail to be send
49,49,problematic. i can not watch on tb in any way unlike netflix which never bothered me and on any device. i will see on the mobile the 2-3 cycles of the series that interests me and i will remove the subscription.,unable to view some content despite taking subscription,1.0,problematic i can not watch on tb in any way unlike netflix which never bother me and on any device i will see on the mobile the 2 3 cycle of the series that interest me and i will remove the subscription
50,50,"I have tried reinstalling, clearing cache, switching to data save. it is been going on for ages.",reinstalling app does not solve the issues,0.0,i have try reinstall clear cache switch to data save it be be go on for age
51,51,it will not even let me install it,want to install,0.0,it will not even let me install it
52,52,"resume feature, if you are fortunate enough to locate a show previously, partially watching, restarts at the beginning again.",unable to continue the episode,0.0,resume feature if you be fortunate enough to locate a show previously partially watch restart at the begin again
53,53,you can not use wired headphones.,want to hear audio with bluetooth speaker,0.0,you can not use wire headphones
54,54,it just keeps loading and does not open the app and opened normally before.,unable to use app,1.0,it just keep load and do not open the app and open normally before
55,55,the app does not update,want to update zoom app,0.0,the app do not update
56,56,once you get the hang of navigating on phone its super helpful esp if you are walking or driving.,want to switch between computer and phone,0.0,once you get the hang of navigate on phone its super helpful esp if you be walk or drive
57,57,it is better i love the app,app has improved,1.0,it be better i love the app
58,58,i am canceling my subscription.,want to cancel subscription,1.0,i be cancel my subscription
59,59,every app with a subscription without warning before renewing gets 0 stars. and the app also hangs up constantly.,want to cancel subscription,0.0,every app with a subscription without warn before renew get 0 star and the app also hang up constantly
60,60,I am going to test the app and then I will say,need to test before update,0.0,i be go to test the app and then i will say
61,61,it is not working with my tv at all. can not even register in iphone. always get stuck on the android devices.,unable to login on tv,1.0,it be not work with my tv at all can not even register in iphone always get stick on the android devices
62,62,will not download stuff,unable to download content,1.0,will not download stuff
63,63,the amount of errors in the application is a disaster.,app has many errors,1.0,the amount of errors in the application be a disaster
64,64,superb video conferencing experience I have ever had,good for video conferencing,1.0,superb video conferencing experience i have ever have
65,65,this app is taking so much data which is really so irritating,data usage is high,1.0,this app be take so much data which be really so irritate
66,66,wish they had a removal process for the continue watching section.,want to remove content from continue watching list,1.0,wish they have a removal process for the continue watch section
67,67,and it is not my wifi because it pulled this stunt yesterday!!,unable to use the app on wifi,0.0,and it be not my wifi because it pull this stunt yesterday
68,68,"nothing loads despite good connection, it freezes randomly, stops responding.",unable to connect to internet,0.0,nothing load despite good connection it freeze randomly stop respond
69,69,"from the very beginning, this app. will not let me login !",unable to login,1.0,from the very begin this app will not let me login
70,70,hollyhliu @zoom that's definitely how i replay meetings i miss back!,good for building relations through zoom,0.0,hollyhliu zoom that s definitely how i replay meet i miss back
71,71,"the movies and series are good, but the app is really bad. I have been trying to get in for hours and it just says something about an error code 83. I have uninstalled and downloaded the app several times, taught the cache and restarted my phone, nothing works.",app is not good,1.0,the movies and series be good but the app be really bad i have be try to get in for hours and it just say something about an error code 83 i have uninstalled and download the app several time teach the cache and restart my phone nothing work
72,72,this apps are very hurful in there metting,app is not easy to use,1.0,this apps be very hurful in there metting
73,73,"excited for the technology, that you can share with others. makes your day brighter.[?]",good for video sharing,0.0,excite for the technology that you can share with others make your day brighter
74,74,not worth what i pay for it every month & it is been messed up for months now!,want to cancel subscription,0.0,not worth what i pay for it every month it be be mess up for months now
75,75,"90% of time it shows ads, despite buying a three month plan.",getting ads despite paying for subscription,1.0,90 of time it show ads despite buy a three month plan
76,76,keep up the great work.,good app for work,0.0,keep up the great work
77,77,"the application is good, however, it has problems with the servers, there are chapters that do not download, or at times they are not available, or their download is very slow.",app crashes frequently and video download issues,0.0,the application be good however it have problems with the servers there be chapters that do not download or at time they be not available or their download be very slow
78,78,application not opening error code 83 keeps saying,unable to use app,1.0,application not open error code 83 keep say
79,79,it is very good to meet at gupro,good app for conducting online meeting,0.0,it be very good to meet at gupro
80,80,i really do not recommend hulu any more.,want to cancel subscription,0.0,i really do not recommend hulu any more
81,81,very easy for meeting,good app for conducting online meeting,0.0,very easy for meet
82,82,satisfied with the service,good quality of service,1.0,satisfy with the service
83,83,keeps telling me to update payment method and log back in - have tried multiple times on phone and tv and it will not work so can no longer access.,unable to login,1.0,keep tell me to update payment method and log back in have try multiple time on phone and tv and it will not work so can no longer access
84,84,"even if you do not know about computers, if you can use a smartphone, you can master it enough as a communication tool.
it is a good tool that allows you to easily connect with just a meeting id and passcode.",good for video conferencing,0.0,even if you do not know about computers if you can use a smartphone you can master it enough as a communication tool it be a good tool that allow you to easily connect with just a meet id and passcode
85,85,when it updates its always a not at the right time .,updates are too frequent,0.0,when it update its always a not at the right time
86,86,does not work on my samsung s20.,app does not work on samsung devices,0.0,do not work on my samsung s20
87,87,app fails to load.,unable to use app,1.0,app fail to load
88,88,i highly recommend it.,app is good and worth the price,0.0,i highly recommend it
89,89,having to to this from a pc is quite annoying.,have to login the app every time after opening the app,0.0,have to to this from a pc be quite annoy
90,90,there is nothing displayed visually on-screen.,unable to hear sound,0.0,there be nothing display visually on screen
91,91,"i love the app because i can find movies and series that are not in other apps like netflix, amazon prime",good for watching movies and serials,1.0,i love the app because i can find movies and series that be not in other apps like netflix amazon prime
92,92,your popup asked this at the wrong time as the app crashed 4 times in a row.,app is crashing,1.0,your popup ask this at the wrong time as the app crash 4 time in a row
93,93,it has helped me a lot to communicate with my friends from many countries thank you very much,good app for connecting with people,0.0,it have help me a lot to communicate with my friends from many countries thank you very much
94,94,it is a piece of crap.,user interface needs improvement,0.0,it be a piece of crap
95,95,"so, it is good and all but for some reason every time i try to close the small zoom window, it reopens zoom entirely instead of closing the small window so yeah, 4 stars",zoom has a time limit,0.0,so it be good and all but for some reason every time i try to close the small zoom window it reopen zoom entirely instead of close the small window so yeah 4 star
96,96,best streaming service especially for marvel and disney/pixar fans,best streaming service,1.0,best stream service especially for marvel and disney pixar fan
97,97,cannot get zoom to connect to my camera,want to connect to zoom,0.0,can not get zoom to connect to my camera
98,98,cannot launch the application on my s21 ultra (error 83).,unable to use app,1.0,can not launch the application on my s21 ultra error 83
99,99,too slow the content of the program is not good,app is slow compared to other platforms,0.0,too slow the content of the program be not good
100,100,could not hear a thing.,unable to hear sound,1.0,could not hear a thing
101,101,I have tried multiple times now to join a meeting.,want to enter meetings,1.0,i have try multiple time now to join a meet
102,102,please fix the situation and get my money back.,want a refund,1.0,please fix the situation and get my money back
103,103,"great app, great value! just wish the hulu stuff was available in the you.s. without having to deal with hulu's trash app and ads. dropped a star because it keeps giving location errors. above review seems to hold up for other platforms.",app is good for movies,0.0,great app great value just wish the hulu stuff be available in the you s without have to deal with hulu s trash app and ads drop a star because it keep give location errors above review seem to hold up for other platforms
104,104,it is just bad user experience to logout someone from their device in order to sell your higher priced plan.,app subscription is not worthy,0.0,it be just bad user experience to logout someone from their device in order to sell your higher price plan
105,105,application not working remains downloaded,unable to download app,1.0,application not work remain download
106,106,dear disney management the app is good but there is no internet infrastructure where i am 1 month i have been a member i can not continue the phone's internet is not enough internet your app spends a lot of internet your app find a remedy for this,unable to connect to disney+,0.0,dear disney management the app be good but there be no internet infrastructure where i be 1 month i have be a member i can not continue the phone s internet be not enough internet your app spend a lot of internet your app find a remedy for this
107,107,"I have downloaded movies but when i click on them, the app pops out.",unable to download movies,0.0,i have download movies but when i click on them the app pop out
108,108,will not let me sign in.,unable to login,1.0,will not let me sign in
109,109,i encourage everybody to boycott hulu,want to cancel subscription,0.0,i encourage everybody to boycott hulu
110,110,the computer should be faster.,updating app is time consuming,0.0,the computer should be faster
111,111,the app does not work because it will not let me enter my meeting and it says i do not have internet and if i have,want to enter meetings,0.0,the app do not work because it will not let me enter my meet and it say i do not have internet and if i have
112,112,it is too annoying and pls update your ads settings i have already seen the ads after relaunch the video it is shows another time.,getting ads frequently,1.0,it be too annoy and pls update your ads settings i have already see the ads after relaunch the video it be show another time
113,113,thanks for fixing the audio issues.,sound stopped working,0.0,thank for fix the audio issue
114,114,this app makes me physically and mentally depressed.,app is not easy to use,0.0,this app make me physically and mentally depress
115,115,the application does not transmit from the cell phone to the tv. it is absurd! i can not believe it. I have tried it on an lg via chromecast and a samsung smartv.. I have used a samsung cell phone and another xiaomi and nothing.. the star + is the same thing.. netflix and amazon stream,unable to use on android or fire stick,0.0,the application do not transmit from the cell phone to the tv it be absurd i can not believe it i have try it on an lg via chromecast and a samsung smartv i have use a samsung cell phone and another xiaomi and nothing the star be the same thing netflix and amazon stream
116,116,I am tired. it is ridiculous you can not manage your account information from the app. your mobile/desktop website sucks and your customer support is practically non existent. I am cancelling. I am tired of fighting it. please do better.,want to close account,1.0,i be tire it be ridiculous you can not manage your account information from the app your mobile desktop website suck and your customer support be practically non existent i be cancel i be tire of fight it please do better
117,117,it is a shame that such a well-known and paid platform has such good movies and series with terrible service.,worst app for streaming,0.0,it be a shame that such a well know and pay platform have such good movies and series with terrible service
118,118,"hotstar requests recurring payment, and there is no option to limit it",hotstar user experience is bad,0.0,hotstar request recur payment and there be no option to limit it
119,119,if you want to watch a single episode/film in 1 go it works.,want to be able to select episodes,0.0,if you want to watch a single episode film in 1 go it work
120,120,it is very good zoom has improved quite a lot hopefully it will continue to overcome greetings. thanks zoom for keeping in touch with us there are sometimes certain problems but they are solvable but he has behaved well lately,app has improved,1.0,it be very good zoom have improve quite a lot hopefully it will continue to overcome greet thank zoom for keep in touch with us there be sometimes certain problems but they be solvable but he have behave well lately
121,121,"zoom is helping the business meets of talking to various clients and internal meets on day to day basis. interacting with people, using virtual backgrounds etc is quite easy and helpful.",good app for conducting online meeting,1.0,zoom be help the business meet of talk to various clients and internal meet on day to day basis interact with people use virtual background etc be quite easy and helpful
122,122,"resets my chromecast?! are you mad?! not only it resets my wifi, it makes it impossible to use. what is this? are you mad?!?!!?!",unable to stream on chromecast,1.0,reset my chromecast be you mad not only it reset my wifi it make it impossible to use what be this be you mad
123,123,"hired by vodafone and i can not see it through the vodafone router, i hope it will be solved soon and i can see it at home",unable to connect to internet,0.0,hire by vodafone and i can not see it through the vodafone router i hope it will be solve soon and i can see it at home
124,124,i will not recommend this app to anyone ever again!,app is not good,1.0,i will not recommend this app to anyone ever again
125,125,but your chat bot will only connect paid accounts to zoom support.,want to use app as vip paid user,0.0,but your chat bot will only connect pay account to zoom support
126,126,android app is buggy. it freezes all the time. does not load content for long periods of time when first launched. battery optimization is terrible. my phone gets overheated even after mild use. needs fixing.,app locks up frequently,1.0,android app be buggy it freeze all the time do not load content for long periods of time when first launch battery optimization be terrible my phone get overheat even after mild use need fix
127,127,this app's given me bad experience,app is not good,1.0,this app s give me bad experience
128,128,I have been trying for a long time i put it in i put the password and email all correct but it does not enter my account,unable to login,1.0,i have be try for a long time i put it in i put the password and email all correct but it do not enter my account
129,129,you would start to think hulu would actually have the default version considering how much money they make but no. they could not do that. not in their best interest. is it. they are got to switch from sub to dub every episode and it is annoying. I am paying for this yet there is still ads when I am paying for a platform which should not have them.,getting ads despite paying for subscription,1.0,you would start to think hulu would actually have the default version consider how much money they make but no they could not do that not in their best interest be it they be get to switch from sub to dub every episode and it be annoy i be pay for this yet there be still ads when i be pay for a platform which should not have them
130,130,instill can not make it work on my phone!,unable to use on phone,1.0,instill can not make it work on my phone
131,131,i can not adjust anything on my pc either.,unable to work on any device,0.0,i can not adjust anything on my pc either
132,132,movies do not play very slowly,video keeps buffering,0.0,movies do not play very slowly
133,133,"2nd worst streaming app that i have ever used, and i have used alot of them.",worst app for streaming,1.0,2nd worst stream app that i have ever use and i have use alot of them
134,134,"so i uninstalled it, we should review the mobile application",want to delete the app,1.0,so i uninstalled it we should review the mobile application
135,135,excellent to be able to be connected,good for connectivity,1.0,excellent to be able to be connect
136,136,this is a highly anticipated meeting as this website is amazing!,good for online presentation,0.0,this be a highly anticipate meet as this website be amaze
137,137,"on tablet, computer and pc no worries..",unable to use on tablet,0.0,on tablet computer and pc no worry
138,138,but only on chromebooks but for apple stuff it works fine do not get this on chrome,app is bad on chromebook,0.0,but only on chromebooks but for apple stuff it work fine do not get this on chrome
139,139,good app but imdb rating not available this is very bad part of this app,app is not good,0.0,good app but imdb rat not available this be very bad part of this app
140,140,i have to login into a tv provider to watch most of the mls games. what am i paying espn+ for if i have a tv provider? seems pointless.,unable to watch espn+,0.0,i have to login into a tv provider to watch most of the mls game what be i pay espn for if i have a tv provider seem pointless
141,141,"full of advertising, up selling, articles you can not access without paying more, games you can not watch without paying more, what was a respectable sports company has turned into a sad business sold to money hungry individuals that know nothing of sports, whom offer poor coverage focused solely on taking your money, wasting your time, and not caring. what a disappointment. espn has failed us all.",app is not good,0.0,full of advertise up sell article you can not access without pay more game you can not watch without pay more what be a respectable sport company have turn into a sad business sell to money hungry individuals that know nothing of sport whom offer poor coverage focus solely on take your money waste your time and not care what a disappointment espn have fail us all
142,142,it shows error message.,unable to load due to error,0.0,it show error message
143,143,excellent. i would only recommend changing the format of the button that activates audio permissions in the app. a lot of people do not realize it is a button.,sound stopped working,0.0,excellent i would only recommend change the format of the button that activate audio permissions in the app a lot of people do not realize it be a button
144,144,samsung a50 app does not download,unable to load the android app,0.0,samsung a50 app do not download
145,145,i uninstalled it 10 more times.,want to reinstall the app,0.0,i uninstalled it 10 more time
146,146,i love it is the best app,good for entertainment,0.0,i love it be the best app
147,147,the app will not even load and i even paid for a subscription. disappointed and dissatisfied,unable to use app,1.0,the app will not even load and i even pay for a subscription disappoint and dissatisfy
148,148,all i will say is thnq zoom creator and team for making zoom.hare krishna .,good for communication,0.0,all i will say be thnq zoom creator and team for make zoom hare krishna
149,149,"one of the best communication networks, it shows everything in real time without filters. i just do not like to keep updating!",video quality is poor,0.0,one of the best communication network it show everything in real time without filter i just do not like to keep update
150,150,so in a way you are forcing me to watch ads and not even allowing me to pay to remove ads.,getting ads despite paying for subscription,1.0,so in a way you be force me to watch ads and not even allow me to pay to remove ads
151,151,"hey zoom every day when i open your app on my ubuntu laptop i have to login twice, if not it will not work.",want to login,0.0,hey zoom every day when i open your app on my ubuntu laptop i have to login twice if not it will not work
152,152,i have been trying everything online to get both audio and video on one simple episode.,unable to view past videos,0.0,i have be try everything online to get both audio and video on one simple episode
153,153,stays on the loading screen.,unable to use app,0.0,stay on the load screen
154,154,netflix can not pass right now.,unable to view all movies,0.0,netflix can not pass right now
155,155,"it is good, but it crashes often",app crashes when entering the app,0.0,it be good but it crash often
156,156,problem is till last few days the app keeps crashing while I am trying to play any video.,app crashes during playback,1.0,problem be till last few days the app keep crash while i be try to play any video
157,157,"it seems that the ui is not fully compatible for tv. i am unable to log in, the e-mail input field show the keyboard but not on password input field. so the app is unusable on my android tv.",unable to login on tv,1.0,it seem that the ui be not fully compatible for tv i be unable to log in the e mail input field show the keyboard but not on password input field so the app be unusable on my android tv
158,158,this app just never opens for me on my android.,unable to load the android app,1.0,this app just never open for me on my android
159,159,"very good interface, very good catalog and very well organized, my only complaint is that not having the option to change the quality tends to load a lot and that cuts, in an annoying way, immersion and therefore those who have a somewhat slow internet will find it difficult to view.",ux/ui is bad,0.0,very good interface very good catalog and very well organize my only complaint be that not have the option to change the quality tend to load a lot and that cut in an annoy way immersion and therefore those who have a somewhat slow internet will find it difficult to view
160,160,"when i download episodes to the sd, the app becomes totally useless",unable to load the episodes list,0.0,when i download episodes to the sd the app become totally useless
161,161,you have to update it every time and the quality is very poor it hangs and is difficult to coordinate,updates are too frequent,0.0,you have to update it every time and the quality be very poor it hang and be difficult to coordinate
162,162,"furthermore, to download content you have to keep the app screen open, if you leave the screen for any reason, the download is interrupted.",have to reset the app frequently due to issues,0.0,furthermore to download content you have to keep the app screen open if you leave the screen for any reason the download be interrupt
163,163,please make some changes in the interface so that one can access all the episodes in a grid or a list.,want to be able to select episodes,1.0,please make some change in the interface so that one can access all the episodes in a grid or a list
164,164,"it is been crashing too much lately, please fix this.",app is crashing,0.0,it be be crash too much lately please fix this
165,165,i really like it but i would like you to put on the third season of the owl house :( latin spanish,want another season for owl house,1.0,i really like it but i would like you to put on the third season of the owl house latin spanish
166,166,a month of payment is paid so you should not be up to it.,facing unauthorised charges every month,0.0,a month of payment be pay so you should not be up to it
167,167,it is nice to be able to watch all the movies i want to watch here.,app is good for movies,0.0,it be nice to be able to watch all the movies i want to watch here
168,168,else you need to go with premium.,subscription plans are expensive,0.0,else you need to go with premium
169,169,"best streaming to watch movies, series and docs.",good for watching movies and serials,1.0,best stream to watch movies series and docs
170,170,it will let you be on the zoom for 37 minutes then give you a 10 minute warning and it jus ends after .,free zoom can be longer than 1 hour,0.0,it will let you be on the zoom for 37 minutes then give you a 10 minute warn and it jus end after
171,171,it is not easy to download it.,want to download the app,0.0,it be not easy to download it
172,172,"great quality, several incredible titles, best movie and series app, i highly recommend it [?][?][?]",app is good for movies,1.0,great quality several incredible title best movie and series app i highly recommend it
173,173,when you click on a movie which you are trying to watch does not connect to the server but this the movie does not show any response and suddenly the app crashes,app is crashing while watching videos,1.0,when you click on a movie which you be try to watch do not connect to the server but this the movie do not show any response and suddenly the app crash
174,174,"i liked this app because when we want to download a series or movie you do not have to pay, it is free, that is why i loved this app",good for watching movies and serials,1.0,i like this app because when we want to download a series or movie you do not have to pay it be free that be why i love this app
175,175,zoom need help with sharing a presentation and having room on the rhs to show speakers.,want to hear audio during meeting,0.0,zoom need help with share a presentation and have room on the rhs to show speakers
176,176,it is very beautiful for meetings,good app for conducting online meeting,0.0,it be very beautiful for meet
177,177,"i love it, i use it everyday but i lve been having trouble casting on my tv, i put something and it brings me back to the ""ready to cast"" screen, pls fix bug.",unable to cast video from cell phone to tv,0.0,i love it i use it everyday but i lve be have trouble cast on my tv i put something and it bring me back to the ready to cast screen pls fix bug
178,178,i can not cancel my subscription it throws it to google,unable to unsubscribe,1.0,i can not cancel my subscription it throw it to google
179,179,"stuck on the loading screen, app does not work. tried cleaning cache, reinstalling, rebooting phone, cellular, wifi, nothing seems to work.",unable to open app since the last update,0.0,stick on the load screen app do not work try clean cache reinstall reboot phone cellular wifi nothing seem to work
180,180,*screen freeze until i force switch off*,screen freezes frequently,0.0,screen freeze until i force switch off
181,181,a consistently buggy and hard to work with app.,app has many errors,1.0,a consistently buggy and hard to work with app
182,182,but I have been with you guys for over 3 years i do not understand how i have an account that says i have hulu and i have tv service with you.,unable to login,0.0,but i have be with you guy for over 3 years i do not understand how i have an account that say i have hulu and i have tv service with you
183,183,"a wonderful app i waited 3 years, it was worth what i waited",app is good and worth the price,1.0,a wonderful app i wait 3 years it be worth what i wait
184,184,terrible this app does not activate the sound,unable to hear sound,1.0,terrible this app do not activate the sound
185,185,the best in communication since the pandemic began,good for communication,1.0,the best in communication since the pandemic begin
186,186,especially in a place where we do not have access to cables and depend on bluetooth or wi-fi to transmit meetings.,connecting through bluetooth is time consuming,0.0,especially in a place where we do not have access to cable and depend on bluetooth or wi fi to transmit meet
187,187,only and then it will say unable to connect so please fix this issue,want to connect to zoom,0.0,only and then it will say unable to connect so please fix this issue
188,188,but i still facing ads,getting ads despite paying for subscription,0.0,but i still face ads
189,189,i have not been able to sign up for 2 days!!,want to sign up,0.0,i have not be able to sign up for 2 days
190,190,"after your ""finishing touches"", unfortunately, nothing works anymore. one star is too many for this app",app is not working consistently,1.0,after your finish touch unfortunately nothing work anymore one star be too many for this app
191,191,be able to watch all shows available in the us and canada all the time,good app for watching shows,0.0,be able to watch all show available in the us and canada all the time
192,192,"worst meeting app,i use to 2gb/day .",app is not good for online meetings,0.0,worst meet app i use to 2gb day
193,193,"very bad app asks for a password every time and when i enter it it always gives an incorrect password even if it is correct, please fix that, because no one deserves it.",getting incorrect password error,1.0,very bad app ask for a password every time and when i enter it it always give an incorrect password even if it be correct please fix that because no one deserve it
194,194,the download does not work at all.,unable to download,1.0,the download do not work at all
195,195,its good when netflex is out and I am tierd of whatchin anime but sometimes it just gets boring,want anime content,0.0,its good when netflex be out and i be tierd of whatchin anime but sometimes it just get bore
196,196,zoom @simon_vaughn96 having same issue. they don't communicate these things and won't tell me what has changed,want to connect with others through zoom,0.0,zoom simon vaughn96 have same issue they don t communicate these things and win t tell me what have change
197,197,our app is so inadequate to our day that both butce and waste of time.,app is not good,1.0,our app be so inadequate to our day that both butce and waste of time
198,198,"nothing interesting to watch, the same stariny. minimum dubbing and subtitles are not in slovak. money thrown away. maybe for young children something can be found there and for weirdos watching comics.",good for watching movies and serials,0.0,nothing interest to watch the same stariny minimum dub and subtitle be not in slovak money throw away maybe for young children something can be find there and for weirdos watch comics
199,199,the streaming is good and this app is good.,good for streaming,1.0,the stream be good and this app be good
200,200,disney plus will not turn on while 4.5g connected on poco x3 pro device.,unable to connect to disney+,1.0,disney plus will not turn on while 4 5g connect on poco x3 pro device
201,201,nothing to say. good one. but one suggestion. no recording option for who is attending in the zoom meeting. please allow to record whole program to the persons who is joined in the meeting. not only to the organisers but also the members who are in the meeting. thanks.,want to record zoom without seeing the participants,0.0,nothing to say good one but one suggestion no record option for who be attend in the zoom meet please allow to record whole program to the persons who be join in the meet not only to the organisers but also the members who be in the meet thank
202,202,"nothing works, terrible app",unable to use app,1.0,nothing work terrible app
